Nom Produits;Année;Mois;Quantité commandé;Montant commandé
Pyrantox sp FL/15ml;2023;7;24;26 966
Pyrantox sp FL/15ml;2023;3;38;42 990
Pyrantox sp FL/15ml;2023;6;23;25 846
Pyrantox sp FL/15ml;2023;1;11;12 350
Pyrantox sp FL/15ml;2023;4;19;21 354
Pyrantox sp FL/15ml;2023;2;10;11 235
Rabeloc 20mg cp b/10;2023;3;11;10 223
Rabeloc 20mg cp b/10;2023;2;11;14 204
Rabemac cp;2023;3;9;41 890
Raldol cp;2023;5;26;27 638
Raldol cp;2023;9;16;17 162
Raldol cp;2023;1;40;42 488
Raldol cp;2023;2;17;18 071
Raldol cp;2023;6;28;29 726
Raldol cp;2023;4;32;33 974
Raldol cp;2023;8;44;47 014
Raldol cp;2023;3;29;30 769
Ramithiazide 10/12.5 cp;2023;3;12;60 316
Ramithiazide 10/25 cp;2023;8;9;56 444
Ramithiazide 10/25 cp;2023;4;9;56 443
Ramithiazide 10/25 cp;2023;3;9;56 653
Rapidex 500/10/30,5mg cp b/80;2023;6;28;7 000
Rapidex 500/10/30,5mg cp b/80;2023;8;28;9 593
Rapidex 500/10/30,5mg cp b/80;2023;5;16;4 000
Rapidex 500/10/30,5mg cp b/80;2023;4;27;9 343
Rapidex 500/10/30,5mg cp b/80;2023;3;18;4 500
Rapidex 500/10/30,5mg cp b/80;2023;1;21;10 436
Respibien  gtte nasale FL/15ml;2023;1;9;12 848
Respibien  gtte nasale FL/15ml;2023;5;10;14 249
Respibien  gtte nasale FL/15ml;2023;8;12;17 106
Respibien  gtte nasale FL/15ml;2023;3;19;27 160
Respibien  gtte nasale FL/15ml;2023;6;14;19 812
Respibien  gtte nasale FL/15ml;2023;4;18;25 659
Respibien  gtte nasale FL/15ml;2023;2;17;24 331
Restriva 500mg cp;2023;2;15;17 423
Restriva 500mg cp;2023;4;8;7 430
Restriva amp detail;2023;6;10;4 900
Restriva amp detail;2023;7;17;8 450
Restriva amp detail;2023;1;14;6 950
Restriva amp detail;2023;5;9;4 350
Restriva amp detail;2023;4;12;5 850
Restriva amp detail;2023;3;13;6 167
Restriva amp injet im iv5ml b/5;2023;5;9;22 808
Restriva amp injet im iv5ml b/5;2023;2;565;1 527 571
Revital gel B/30 sans sucre ;2023;7;9;40 019
Revital gel B/30 sans sucre ;2023;9;14;62 230
Revitalose amp B/20;2023;7;8;36 795
Revitalose amp B/20;2023;3;20;87 890
Revitalose amp B/20;2023;1;12;54 587
Revitalose amp B/20;2023;6;20;92 060
Revitalose amp B/20;2023;8;18;82 834
Revitalose amp B/20;2023;4;17;78 211
Revitalose amp B/20;2023;2;9;41 419
Revitalose amp B/20;2023;5;14;63 955
Revitalose amp B/20;2023;9;10;46 029
Rhoclone inj 300mcg bt1+solv;2023;2;9;292 286
Rhuvex ad sach b/8;2023;3;15;17 790
Rhuvex ad sach b/8;2023;4;9;10 330
Richfer gï¿½lules;2023;2;19;47 500
Richfer gï¿½lules;2023;5;21;52 494
Richfer gï¿½lules;2023;8;44;109 948
Richfer gï¿½lules;2023;9;16;39 994
Richfer gï¿½lules;2023;3;16;40 000
Richfer gï¿½lules;2023;1;15;37 455
Richfer gï¿½lules;2023;4;31;77 500
Richfer gï¿½lules;2023;7;16;40 000
Richfer gï¿½lules;2023;6;27;67 487
Richfer sp;2023;4;11;34 278
Richfer sp;2023;6;9;27 482
Richfer sp;2023;7;9;28 053
Richfer sp;2023;8;11;34 279
Rifamycine pom opht T/5g;2023;6;8;14 594
Ringer lactat Frï¿½senius Kabipac sol perf 500ml;2023;4;15;15 677
Ringer lactat Frï¿½senius Kabipac sol perf 500ml;2023;3;29;30 524
Ringer lactat Frï¿½senius Kabipac sol perf 500ml;2023;5;19;20 122
Ringer lactat Frï¿½senius Kabipac sol perf 500ml;2023;8;11;11 966
Ringer lactat Frï¿½senius Kabipac sol perf 500ml;2023;6;14;14 046
Rinogrip sachet;2023;9;19;33 085
Rinogrip sachet;2023;1;24;41 489
Rinogrip sachet;2023;3;38;66 394
Rinogrip sachet;2023;4;38;66 507
Rinogrip sachet;2023;8;39;68 161
Rinogrip sachet;2023;7;22;39 024
Rinogrip sachet;2023;5;28;48 990
Rinogrip sachet;2023;6;25;44 894
Rinogrip sachet;2023;2;15;26 794
Rinogrip sans sucre;2023;6;8;18 184
Rinogrip sans sucre;2023;4;8;18 454
Rinomicine sachets;2023;5;22;39 082
Rinomicine sachets;2023;6;12;21 366
Rinomicine sachets;2023;3;26;46 310
Rinomicine sachets;2023;2;19;39 835
Rinomicine sachets;2023;8;25;44 482
Rinomicine sachets;2023;7;16;28 500
Rinomicine sachets;2023;4;26;46 273
Rinomicine sachets;2023;1;20;35 505
Rinomicine sachets;2023;9;44;75 161
Risperidone 2mg cp bte/20;2023;3;10;81 440
Risperidone 2mg cp bte/20;2023;2;12;97 728
Risperidone 2mg cp bte/20;2023;8;13;105 868
Roipar 1000 cp eff ;2023;3;10;11 234
Roipar 1000 cp eff ;2023;5;18;20 234
Roipar 1000 cp eff ;2023;7;17;19 093
Roipar 1000 cp eff ;2023;8;15;16 732
Roipar 1000 cp eff ;2023;4;18;20 224
Roipar 1000 cp eff ;2023;9;15;16 840
Roipar 1000 cp eff ;2023;2;10;11 299
Roipar 1000 cp eff ;2023;6;19;21 342
Roipar plus cp effe b/16;2023;5;19;28 472
Roipar plus cp effe b/16;2023;2;24;35 994
Roipar plus cp effe b/16;2023;3;15;22 481
Roipar plus cp effe b/16;2023;8;32;47 765
Roipar plus cp effe b/16;2023;9;13;19 500
Roipar plus cp effe b/16;2023;6;11;16 488
Roipar plus cp effe b/16;2023;7;15;22 193
Roipar plus cp effe b/16;2023;1;20;29 975
Roipar plus cp effe b/16;2023;4;15;22 329
Rolicin 500mg cp;2023;1;13;34 370
Rolicin 500mg cp;2023;4;12;31 870
Rolicin 500mg cp;2023;6;11;28 937
Rolicin 500mg cp;2023;9;17;44 534
Rolicin 500mg cp;2023;2;15;39 611
Rolicin 500mg cp;2023;7;17;45 156
Rolicin 500mg cp;2023;5;11;31 596
Rolicin 500mg cp;2023;8;22;57 814
Saforelle sol fl/250/2;2023;5;9;24 364
Saforelle sol fl/250/2;2023;4;13;33 284
Saforelle sol fl/250/2;2023;8;17;41 055
Saforelle sol fl/250/2;2023;7;10;24 150
Saforelle sol fl/250ml;2023;9;12;31 184
Saforelle sol fl/250ml;2023;3;25;70 807
Saforelle sol fl/250ml;2023;1;8;28 613
Saforelle sol fl/250ml;2023;8;16;38 640
Saforelle sol fl/250ml;2023;6;10;27 334
Saforelle sol fl/250ml;2023;2;38;108 153
Saforelle sol fl/250ml;2023;7;9;18 594
Salbutamol arrow 2.5mg/2.5mgso inh b/60;2023;2;38;474 644
Salbutus sp FL/100ml;2023;5;13;17 209
Salbutus sp FL/100ml;2023;4;15;19 800
Salbutus sp FL/100ml;2023;3;12;15 853
Salbutus sp FL/100ml;2023;9;10;13 155
Salbutus sp FL/100ml;2023;7;15;19 870
Salbutus sp FL/100ml;2023;2;17;22 410
Salbutus sp FL/100ml;2023;6;12;16 106
Salbutus sp FL/200ml;2023;9;24;48 793
Salbutus sp FL/200ml;2023;8;17;34 590
Salbutus sp FL/200ml;2023;1;26;51 675
Salbutus sp FL/200ml;2023;5;50;101 697
Salbutus sp FL/200ml;2023;2;32;65 110
Salbutus sp FL/200ml;2023;4;37;93 563
Salbutus sp FL/200ml;2023;6;32;65 122
Salbutus sp FL/200ml;2023;3;37;75 117
Salbutus sp FL/200ml;2023;7;18;36 603
Salvatis poudre;2023;9;15;22 718
Salvatis poudre;2023;7;8;12 196
Salvatis poudre;2023;6;12;18 143
Saphir 1g ad b/12;2023;9;8;34 991
Securil 1plaq B/28 cp ;2023;8;28;11 200
Securil 1plaq B/28 cp ;2023;4;34;13 600
Securil 1plaq B/28 cp ;2023;5;29;11 600
Securil 1plaq B/28 cp ;2023;7;24;16 800
Securil 1plaq B/28 cp ;2023;6;30;12 000
Securil 1plaq B/28 cp ;2023;3;31;12 390
Securil 1plaq B/28 cp ;2023;1;30;11 940
Securil 1plaq B/28 cp ;2023;9;16;6 400
Securil 1plaq B/28 cp ;2023;2;22;8 800
Secuvit sp f/250ml;2023;7;22;63 096
Secuvit sp f/250ml;2023;2;27;77 436
Secuvit sp f/250ml;2023;5;34;97 512
Secuvit sp f/250ml;2023;9;20;57 360
Secuvit sp f/250ml;2023;1;24;68 830
Secuvit sp f/250ml;2023;8;33;94 644
Secuvit sp f/250ml;2023;6;20;56 956
Secuvit sp f/250ml;2023;4;33;94 644
Secuvit sp f/250ml;2023;3;42;119 956
Sekalgic cp b/12;2023;4;9;10 634
Sensodyne soins complets;2023;5;9;39 133
Septimyl chlorhex srp 100ml;2023;5;14;57 914
Septimyl chlorhex srp 100ml;2023;6;11;45 529
Septimyl chlorhex srp 100ml;2023;4;12;49 619
Septimyl chlorhex srp 100ml;2023;7;12;49 614
Septimyl chlorhex srp 100ml;2023;8;11;45 496
Septimyl chlorhex srp 100ml;2023;2;8;33 147
Septimyl chlorhex srp 100ml;2023;9;12;49 648
Septyl BB fl/200ml;2023;9;18;33 130
Septyl BB fl/200ml;2023;8;31;52 754
Septyl BB fl/200ml;2023;5;11;18 736
Septyl BB fl/200ml;2023;7;16;26 878
Septyl BB fl/200ml;2023;4;12;20 109
Septyl BB fl/200ml;2023;3;13;22 112
Septyl BB fl/200ml;2023;6;8;13 636
Septyl BB fl/200ml;2023;1;21;35 221
Septyl BB fl/200ml;2023;2;12;20 427
Seringue 10ml;2023;1;67;9 525
Seringue 10ml;2023;8;39;5 950
Seringue 10ml;2023;4;48;6 999
Seringue 10ml;2023;7;19;2 850
Seringue 10ml;2023;2;34;5 100
Seringue 10ml;2023;6;41;6 134
Seringue 10ml;2023;9;29;4 100
Seringue 10ml;2023;5;55;8 134
Seringue 10ml;2023;3;19;2 840
Seringue 5ml;2023;6;9;1 125
Seringue 5ml;2023;4;33;4 125
Seringue 5ml;2023;2;8;900
Seringue 5ml;2023;3;18;2 243
Seringue 5ml;2023;7;14;1 743
Seringue 5ml;2023;8;22;2 759
Seringue 5ml;2023;5;17;2 125
Seringue 5ml;2023;1;19;2 325
Seringue emb gavage 60ml b/1;2023;7;8;3 995
Seringue emb gavage 60ml b/1;2023;8;23;10 279
Seringue emb gavage 60ml b/1;2023;1;9;4 487
Seringue insuline 1ml.;2023;6;126;12 490
Seringue insuline 1ml.;2023;1;47;4 265
Seringue insuline 1ml.;2023;2;56;5 600
Seringue insuline 1ml.;2023;7;65;6 500
Seringue insuline 1ml.;2023;3;88;8 850
Seringue insuline 1ml.;2023;8;153;15 262
Seringue insuline 1ml.;2023;5;93;9 300
Seringue insuline 1ml.;2023;4;56;5 600
Seringue insuline 1ml.;2023;9;25;2 500
Serum glucose 5% kabipac;2023;6;9;9 870
Serum glucose 5% kabipac;2023;3;9;9 652
Serum sale isotonique PNA;2023;5;16;10 312
Serum sale isotonique PNA;2023;9;11;11 440
Serum sale isotonique PNA;2023;8;25;24 556
Serum sale isotonique PNA;2023;1;8;8 306
Serum sale isotonique PNA;2023;4;12;7 292
Serum sale isotonique PNA;2023;6;12;10 345
Silverex creme T/25ml;2023;9;12;11 810
Silverex creme T/25ml;2023;6;10;9 821
Silverex creme T/25ml;2023;8;9;8 881
Silverex creme T/25ml;2023;4;18;17 769
Silverex creme T/25ml;2023;5;9;8 881
Silverex creme T/25ml;2023;3;16;15 633
Silverex creme T/25ml;2023;1;14;13 563
Silverex creme T/25ml;2023;2;31;30 522
Sirofen sp;2023;6;12;20 602
Sitrus sr comprimï¿½s;2023;9;8;24 926
Sitrus sr comprimï¿½s;2023;3;10;31 160
Skilax gtte buv FL/15ml;2023;7;10;16 863
Skilax gtte buv FL/15ml;2023;5;12;20 345
Skilax gtte buv FL/15ml;2023;2;21;35 422
Skilax gtte buv FL/15ml;2023;4;15;25 304
Skilax gtte buv FL/15ml;2023;6;16;26 992
Skilax gtte buv FL/15ml;2023;8;14;23 617
Skilax gtte buv FL/15ml;2023;3;11;18 546
Skilax gtte buv FL/15ml;2023;1;21;35 414
Soclav 1g b/12 sachets;2023;5;11;55 671
Soclav 1g b/16 sachets;2023;3;19;114 998
Soclav 1g b/16 sachets;2023;8;28;168 980
Soclav 1g b/16 sachets;2023;5;16;96 561
Soclav 1g b/16 sachets;2023;6;24;144 832
Soclav 1g b/16 sachets;2023;9;12;72 451
Soclav 1g b/16 sachets;2023;7;14;84 491
Soclav 1g b/16 sachets;2023;2;12;72 482
Soclav 1g b/16 sachets;2023;4;17;101 306
Soclav 500 sachets b/16;2023;2;8;41 914
Spasfon cp B/30;2023;5;49;99 625
Spasfon cp B/30;2023;8;40;81 326
Spasfon cp B/30;2023;1;20;38 865
Spasfon cp B/30;2023;4;35;71 157
Spasfon cp B/30;2023;7;25;50 827
Spasfon cp B/30;2023;6;28;56 940
Spasfon cp B/30;2023;3;36;73 180
Spasfon cp B/30;2023;9;26;52 869
Spasfon cp B/30;2023;2;48;97 531
Spasfon Lyoc 80mg B/10 sans sucre ;2023;5;14;32 966
Spasfon Lyoc 80mg B/10 sans sucre ;2023;7;11;26 078
Spasfon Lyoc 80mg B/10 sans sucre ;2023;6;12;28 420
Spasfon Lyoc 80mg B/10 sans sucre ;2023;3;11;26 119
Spasfon Lyoc 80mg B/10 sans sucre ;2023;4;14;33 233
Spasfon Lyoc 80mg B/10 sans sucre ;2023;9;15;35 623
Spasfon Lyoc 80mg B/10 sans sucre ;2023;8;9;21 347
Spasmo-apotel cp;2023;3;10;42 250
Spasmo-apotel cp;2023;8;17;71 825
Spasmo-apotel cp;2023;5;17;71 825
Spasmo-apotel cp;2023;2;17;70 357
Spasmo-apotel cp;2023;7;23;97 175
Spasmo-apotel cp;2023;1;19;80 289
Spasmo-apotel cp;2023;4;19;80 276
Spasmo-apotel cp;2023;9;21;86 999
Spasmo-apotel cp;2023;6;14;59 150
Spasmotroy 80 cp;2023;5;14;36 950
Spasmotroy 80 cp;2023;4;14;37 267
Spasmotroy 80 cp;2023;7;10;26 504
Spasmotroy 80 cp;2023;3;17;44 678
Spasmotroy 80 cp;2023;8;12;31 893
Spasmotroy 80 cp;2023;2;8;22 377
Spasmotroy 80 cp;2023;6;13;34 552
Spironolactone altizid arrow 25/15mg bte/30;2023;8;9;30 864
Sporalim lotion FL/30ml;2023;5;10;16 115
Sporalim lotion FL/30ml;2023;4;14;22 578
Sporalim lotion FL/30ml;2023;9;10;16 128
Sporalim lotion FL/30ml;2023;3;10;16 144
Sporalim lotion FL/30ml;2023;2;10;16 128
Sportie longue durï¿½e b/48;2023;1;14;13 307
Sterdex pde opht capsule B/12;2023;8;9;11 366
Sterdex pde opht capsule B/12;2023;5;14;17 647
Sterdex pde opht capsule B/12;2023;6;8;10 093
Sterdex pde opht capsule B/12;2023;2;10;12 625
Sterdex pde opht capsule B/12;2023;3;10;12 692
Sterimar spray nasal;2023;1;26;60 645
Stimogene sp Fl/200ml;2023;4;18;63 576
Stimogene sp Fl/200ml;2023;5;29;68 669
Stimogene sp Fl/200ml;2023;1;14;33 174
Stimogene sp Fl/200ml;2023;6;19;44 970
Stimogene sp Fl/200ml;2023;3;19;44 996
Stimogene sp Fl/200ml;2023;7;14;33 182
Stimogene sp Fl/200ml;2023;2;15;35 318
Stopalgic 1g cp b/400;2023;9;17;3 300
Stopalgic 1g cp b/400;2023;8;37;12 253
Strimol extra cp;2023;4;9;14 017
Sucria sucre diabete ;2023;8;45;112 500
Sucria sucre diabete ;2023;4;25;60 250
Sucria sucre diabete ;2023;3;41;102 250
Sucria sucre diabete ;2023;7;27;67 500
Sucria sucre diabete ;2023;1;18;45 000
Sucria sucre diabete ;2023;6;34;85 000
Sucria sucre diabete ;2023;5;28;67 500
Sucria sucre diabete ;2023;9;27;65 015
Supafen;2023;4;9;8 348
Supradyne cp eff B/10 sans sucre;2023;6;9;27 137
Surdex sp Fl/60ml;2023;5;20;22 060
Surdex sp Fl/60ml;2023;1;19;20 990
Surdex sp Fl/60ml;2023;9;10;11 030
Surdex sp Fl/60ml;2023;8;16;17 682
Surdex sp Fl/60ml;2023;7;9;9 962
Surdex sp Fl/60ml;2023;4;30;34 066
Surdex sp Fl/60ml;2023;6;12;13 269
Surdex sp Fl/60ml;2023;2;30;33 224
Surdex sp Fl/60ml;2023;3;25;27 674
Sussli sucre;2023;9;9;17 800
Sussli sucre;2023;3;13;25 800
Sussli sucre;2023;2;23;46 000
Sussli sucre;2023;8;16;32 300
Sussli sucre;2023;7;12;23 800
Sussli sucre;2023;5;21;41 800
Sussli sucre;2023;1;25;49 941
Sussli sucre;2023;4;22;44 000
Sussli sucre;2023;6;13;25 800
Talodol Pcp 37.5/325mg cp b/10;2023;4;11;8 673
Talodol Pcp 37.5/325mg cp b/10;2023;7;19;14 983
Talodol Pcp 37.5/325mg cp b/10;2023;6;19;14 984
Talodol Pcp 37.5/325mg cp b/10;2023;2;22;17 243
Talodol Pcp 37.5/325mg cp b/10;2023;5;22;17 348
Talodol Pcp 37.5/325mg cp b/10;2023;3;24;19 164
Talodol Pcp 37.5/325mg cp b/10;2023;1;9;7 070
Talodol Pcp 37.5/325mg cp b/10;2023;8;31;23 841
Talodol Pcp 37.5/325mg cp b/10;2023;9;8;6 084
Tanganil 500mg cp B/30;2023;4;8;30 598
Tanganil 500mg cp B/30;2023;2;10;38 370
Tanganil 500mg inj B/5 amp;2023;2;32;70 153
Tardyferon 20mg/ml enf/ad sol buv f/90ml;2023;7;19;68 699
Tardyferon 20mg/ml enf/ad sol buv f/90ml;2023;2;92;332 647
Tardyferon 20mg/ml enf/ad sol buv f/90ml;2023;8;11;39 774
Tardyferon 20mg/ml enf/ad sol buv f/90ml;2023;5;71;256 730
Tardyferon 20mg/ml enf/ad sol buv f/90ml;2023;6;58;209 723
Tardyferon 20mg/ml enf/ad sol buv f/90ml;2023;3;60;216 953
Tardyferon 20mg/ml enf/ad sol buv f/90ml;2023;4;77;278 420
Tardyferon 20mg/ml enf/ad sol buv f/90ml;2023;1;43;155 476
Tardyferon 80mg cp B/30;2023;6;28;67 620
Tardyferon 80mg cp B/30;2023;8;55;132 825
Tardyferon 80mg cp B/30;2023;9;44;106 294
Tardyferon 80mg cp B/30;2023;2;39;94 569
Tardyferon 80mg cp B/30;2023;1;50;120 489
Tardyferon 80mg cp B/30;2023;7;43;103 845
Tardyferon 80mg cp B/30;2023;4;36;86 936
Tardyferon 80mg cp B/30;2023;5;33;79 695
Tardyferon 80mg cp B/30;2023;3;45;108 660
Tardyferon B9 cp B/30;2023;1;57;159 486
Tardyferon B9 cp B/30;2023;6;53;149 074
Tardyferon B9 cp B/30;2023;3;63;201 268
Tardyferon B9 cp B/30;2023;5;71;198 722
Tardyferon B9 cp B/30;2023;8;82;229 418
Tardyferon B9 cp B/30;2023;4;58;159 544
Tardyferon B9 cp B/30;2023;2;62;173 493
Tardyferon B9 cp B/30;2023;9;23;64 328
Tardyferon B9 cp B/30;2023;7;70;221 083
T-dol rapid 37,5mg  b/10;2023;3;9;9 256
T-dol rapid 37,5mg  b/10;2023;4;10;10 372
Tegretol LP 400mg cp B/30;2023;8;9;52 530
Tensionorme cp ;2023;2;9;13 732
Tensoplast 10cmx/2.5m;2023;6;16;9 885
Tensoplast 6HB/2.5m;2023;5;46;29 099
Tensoplast 6HB/2.5m;2023;4;28;17 765
Tensoplast 6HB/2.5m;2023;2;51;33 800
Tensoplast 6HB/2.5m;2023;9;21;15 693
Tensoplast 6HB/2.5m;2023;3;36;22 464
Tensoplast 6HB/2.5m;2023;1;36;22 905
Tensoplast 6HB/2.5m;2023;6;33;21 339
Tensoplast 6HB/2.5m;2023;8;39;24 622
Tensoplast 6HB/2.5m;2023;7;29;18 460
Teramox 500mg gel b/12;2023;7;8;6 249
Terpara 1000 cp ;2023;5;12;14 003
Terpara 500mg cp sec b/20;2023;4;8;4 000
Terpone sp Ad Fl/180ml;2023;3;14;25 900
Terpone sp Ad Fl/180ml;2023;6;12;38 946
Terpone sp Ad Fl/180ml;2023;8;13;24 046
Terpone sp Ad Fl/180ml;2023;5;11;19 892
Terpone sp Ad Fl/180ml;2023;9;10;18 492
Terpone sp Ad Fl/180ml;2023;1;10;18 478
Terzol sirop;2023;5;11;12 128
Terzol sirop;2023;3;11;13 200
Tetanea ;2023;9;54;175 704
Tetanea ;2023;7;15;59 912
Tetanea ;2023;8;78;261 004
The catherine b/16;2023;1;8;28 084
Theralene sp Fl/150ml;2023;8;14;13 855
Theralene sp Fl/150ml;2023;4;9;8 761
Theralene sp Fl/150ml;2023;2;11;10 745
Till sol mouss Fl/200ml;2023;4;36;61 181
Till sol mouss Fl/200ml;2023;6;42;71 338
Till sol mouss Fl/200ml;2023;9;43;73 043
Till sol mouss Fl/200ml;2023;2;30;50 830
Till sol mouss Fl/200ml;2023;3;39;66 186
Till sol mouss Fl/200ml;2023;7;46;78 166
Till sol mouss Fl/200ml;2023;8;85;144 405
Till sol mouss Fl/200ml;2023;5;37;62 889
Till sol mouss Fl/200ml;2023;1;45;76 260
Tobradex cy Fl/5ml;2023;8;12;33 595
Tothema amp B/20;2023;3;32;124 344
Tothema amp B/20;2023;7;9;36 398
Tothema amp B/20;2023;4;25;99 980
Tothema amp B/20;2023;9;12;47 954
Tothema amp B/20;2023;8;32;127 840
Tothema amp B/20;2023;6;39;155 659
Tothema amp B/20;2023;5;48;190 269
Tothema amp B/20;2023;2;17;67 582
Tothema amp B/20;2023;1;26;103 915
Transfuseur  label sch 1;2023;4;13;7 706
Tres orix sp Fl/100ml;2023;3;17;36 582
Tres orix sp Fl/100ml;2023;2;8;17 207
Tres orix sp Fl/100ml;2023;4;8;17 214
Tres orix sp Fl/100ml;2023;1;9;19 394
Tres orix sp Fl/100ml;2023;5;20;42 998
Tres orix sp Fl/100ml;2023;7;12;25 789
Trialgic cp;2023;5;10;16 506
Trialgic cp;2023;1;11;18 150
Trialgic cp;2023;2;19;31 386
Trialgic cp;2023;3;12;19 823
Tributine  cp;2023;8;9;30 045
Trimetabol sp FL/150ml;2023;8;17;52 276
Trimetabol sp FL/150ml;2023;2;9;27 687
Trimetabol sp FL/150ml;2023;5;16;46 488
Trimetabol sp FL/150ml;2023;9;11;34 313
Trimetabol sp FL/150ml;2023;6;25;76 854
Trimetabol sp FL/150ml;2023;7;19;58 397
Trimetabol sp FL/150ml;2023;4;14;43 046
Trimetabol sp FL/150ml;2023;3;22;67 585
Trofocard max 243mg gr sol buv stick/12;2023;2;12;63 523
Troycal cp;2023;3;9;15 698
Troynoxa 40;2023;7;21;57 535
Troynoxa 40;2023;9;16;43 950
Troynoxa 40;2023;5;11;30 204
Troynoxa 40;2023;2;14;38 523
Troynoxa 40;2023;6;10;27 381
Troynoxa 40;2023;1;17;46 321
Troynoxa 40;2023;8;23;63 142
Troynoxa 40;2023;4;8;22 072
Troynoxa 60;2023;2;10;36 676
Troypanto lp 40 mgb/10;2023;9;8;16 200
Troypanto lp 40 mgb/10;2023;6;8;16 590
Troypanto lp 40 mgb/10;2023;5;11;22 270
Troypanto lp 40 mgb/10;2023;4;11;22 260
Troypanto lp 40 mgb/10;2023;8;13;26 045
Tussiphan sp FL/125ml;2023;3;9;10 537
Ubitest;2023;3;14;19 346
Ultrafen-P 100mg/500mg cp b/30;2023;3;8;34 192
Ultrafen-P 100mg/500mg cp b/30;2023;4;11;47 737
Ulzocer cp;2023;2;11;55 205
Ulzocer cp;2023;5;9;45 150
Ulzocer cp;2023;3;14;70 256
Ulzocer cp;2023;4;8;40 136
Upsa- C cp eff B/10;2023;8;78;73 843
Upsa- C cp eff B/10;2023;4;64;59 067
Upsa- C cp eff B/10;2023;9;42;39 682
Upsa- C cp eff B/10;2023;2;43;40 825
Upsa- C cp eff B/10;2023;5;49;46 519
Upsa- C cp eff B/10;2023;3;60;56 939
Upsa- C cp eff B/10;2023;6;53;48 458
Upsa- C cp eff B/10;2023;1;53;49 282
Upsa- C cp eff B/10;2023;7;25;23 715
Urgocor pans coricide b/12;2023;1;32;3 200
Urgo extensible pans adhe B/48;2023;5;33;5 858
Urgo extensible pans adhe B/48;2023;1;18;1 700
Urgo extensible pans adhe B/48;2023;9;16;1 550
Urgo extensible pans adhe B/48;2023;6;12;950
Urgo extensible pans adhe B/48;2023;2;44;8 320
Urgo extensible pans adhe B/48;2023;8;33;2 900
Urgo extensible pans adhe B/48;2023;4;8;800
Urgo extensible pans adhe B/48;2023;7;57;5 700
Urgo lavable pans 6cmx10cm b/10;2023;4;9;1 350
Utrogestan 200 cp;2023;1;12;66 962
Utrogestan 200 cp;2023;4;11;64 188
Uvesterol ADEC sol buvable FL/10ml;2023;7;44;75 808
Uvesterol ADEC sol buvable FL/10ml;2023;8;43;74 047
Uvesterol ADEC sol buvable FL/10ml;2023;6;25;43 033
Uvesterol ADEC sol buvable FL/10ml;2023;1;34;58 578
Uvesterol ADEC sol buvable FL/10ml;2023;5;55;94 741
Uvesterol ADEC sol buvable FL/10ml;2023;9;56;94 788
Uvesterol ADEC sol buvable FL/10ml;2023;3;20;34 436
Uvesterol ADEC sol buvable FL/10ml;2023;4;43;74 095
Uvesterol ADEC sol buvable FL/10ml;2023;2;69;118 888
Ventesyl sirop;2023;4;9;18 024
Ventoline spray 200 doses;2023;8;49;160 274
Ventoline spray 200 doses;2023;5;59;192 607
Ventoline spray 200 doses;2023;3;44;143 443
Ventoline spray 200 doses;2023;9;28;91 593
Ventoline spray 200 doses;2023;1;37;121 026
Ventoline spray 200 doses;2023;6;42;136 249
Ventoline spray 200 doses;2023;4;51;165 914
Ventoline spray 200 doses;2023;2;28;91 600
Ventoline spray 200 doses;2023;7;32;104 655
Verex cp B/1;2023;8;8;8 415
Verex cp B/1;2023;9;10;10 536
Verex cp B/1;2023;6;8;8 453
Verex cp B/1;2023;5;10;10 509
Verex cp B/1;2023;7;8;8 443
Verex sirop;2023;4;8;8 452
Verex sirop;2023;3;17;17 990
Vermox 100mg cp B/6;2023;3;9;12 168
Vermox 100mg cp B/6;2023;1;14;18 906
Vermox 100mg cp B/6;2023;6;18;24 360
Vermox 100mg cp B/6;2023;8;13;17 342
Vermox 100mg cp B/6;2023;9;8;10 836
Vermox 100mg cp B/6;2023;5;9;12 174
Vermox 500mg cp B/1;2023;5;37;57 276
Vermox 500mg cp B/1;2023;6;34;41 990
Vermox 500mg cp B/1;2023;1;40;49 395
Vermox 500mg cp B/1;2023;4;34;42 050
Vermox 500mg cp B/1;2023;8;32;39 488
Vermox 500mg cp B/1;2023;2;38;46 931
Vermox 500mg cp B/1;2023;7;17;20 871
Vermox 500mg cp B/1;2023;3;31;38 409
Vermox 500mg cp B/1;2023;9;45;55 577
Vermox sp FL/30ml;2023;5;21;36 852
Verzol cp B/1;2023;9;81;86 137
Verzol cp B/1;2023;1;85;82 550
Verzol cp B/1;2023;2;83;81 065
Verzol cp B/1;2023;7;78;79 561
Verzol cp B/1;2023;8;111;117 881
Verzol cp B/1;2023;3;84;81 610
Verzol cp B/1;2023;6;99;96 650
Verzol cp B/1;2023;5;100;97 643
Verzol cp B/1;2023;4;90;87 880
Verzol sp FL/10ml;2023;7;100;101 887
Verzol sp FL/10ml;2023;1;148;144 116
Verzol sp FL/10ml;2023;4;171;167 000
Verzol sp FL/10ml;2023;9;93;98 455
Verzol sp FL/10ml;2023;2;172;167 508
Verzol sp FL/10ml;2023;6;162;158 216
Verzol sp FL/10ml;2023;8;174;184 548
Verzol sp FL/10ml;2023;3;183;178 474
Verzol sp FL/10ml;2023;5;195;216 857
Vifex sp FL/100ml;2023;6;33;54 791
Vifex sp FL/100ml;2023;4;29;48 151
Vifex sp FL/100ml;2023;2;30;49 807
Vifex sp FL/100ml;2023;7;15;24 908
